Total waiting time : 47, Average Waiting Time: 7.8333335, Finished P.: 2, total respond time: 17, Average response time: 8.5, Max length readylist: 4
Total waiting time : 53, Average Waiting Time: 8.833333, Finished P.: 2, total respond time: 17, Average response time: 8.5, Max length readylist: 4
Total waiting time : 59, Average Waiting Time: 9.833333, Finished P.: 3, total respond time: 23, Average response time: 7.6666665, Max length readylist: 4
Total waiting time : 66, Average Waiting Time: 9.428572, Finished P.: 3, total respond time: 23, Average response time: 7.6666665, Max length readylist: 4
Total waiting time : 72, Average Waiting Time: 10.285714, Finished P.: 3, total respond time: 23, Average response time: 7.6666665, Max length readylist: 4
Total waiting time : 82, Average Waiting Time: 9.111111, Finished P.: 3, total respond time: 23, Average response time: 7.6666665, Max length readylist: 5
Total waiting time : 94, Average Waiting Time: 9.4, Finished P.: 3, total respond time: 23, Average response time: 7.6666665, Max length readylist: 6
Total waiting time : 108, Average Waiting Time: 9.818182, Finished P.: 3, total respond time: 23, Average response time: 7.6666665, Max length readylist: 7
Total waiting time : 122, Average Waiting Time: 11.090909, Finished P.: 3, total respond time: 23, Average response time: 7.6666665, Max length readylist: 7
Total waiting time : 138, Average Waiting Time: 11.5, Finished P.: 3, total respond time: 23, Average response time: 7.6666665, Max length readylist: 8
Total waiting time : 154, Average Waiting Time: 12.833333, Finished P.: 4, total respond time: 38, Average response time: 9.5, Max length readylist: 8
Total waiting time : 169, Average Waiting Time: 14.083333, Finished P.: 4, total respond time: 38, Average response time: 9.5, Max length readylist: 8
Total waiting time : 185, Average Waiting Time: 14.230769, Finished P.: 5, total respond time: 43, Average response time: 8.6, Max length readylist: 8
Total waiting time : 202, Average Waiting Time: 14.428572, Finished P.: 5, total respond time: 43, Average response time: 8.6, Max length readylist: 9
Total waiting time : 218, Average Waiting Time: 15.571428, Finished P.: 5, total respond time: 43, Average response time: 8.6, Max length readylist: 9
Total waiting time : 234, Average Waiting Time: 16.714285, Finished P.: 6, total respond time: 46, Average response time: 7.6666665, Max length readylist: 9
Total waiting time : 251, Average Waiting Time: 16.733334, Finished P.: 6, total respond time: 46, Average response time: 7.6666665, Max length readylist: 9
Total waiting time : 267, Average Waiting Time: 17.8, Finished P.: 6, total respond time: 46, Average response time: 7.6666665, Max length readylist: 9
Total waiting time : 283, Average Waiting Time: 18.866667, Finished P.: 6, total respond time: 46, Average response time: 7.6666665, Max length readylist: 9
Total waiting time : 303, Average Waiting Time: 17.82353, Finished P.: 7, total respond time: 60, Average response time: 8.571428, Max length readylist: 10
Total waiting time : 324, Average Waiting Time: 18.0, Finished P.: 7, total respond time: 60, Average response time: 8.571428, Max length readylist: 11
Total waiting time : 346, Average Waiting Time: 18.210526, Finished P.: 7, total respond time: 60, Average response time: 8.571428, Max length readylist: 11
Total waiting time : 368, Average Waiting Time: 19.368422, Finished P.: 7, total respond time: 60, Average response time: 8.571428, Max length readylist: 11
Total waiting time : 390, Average Waiting Time: 20.526316, Finished P.: 8, total respond time: 67, Average response time: 8.375, Max length readylist: 11
Total waiting time : 411, Average Waiting Time: 21.631578, Finished P.: 8, total respond time: 67, Average response time: 8.375, Max length readylist: 11
Total waiting time : 431, Average Waiting Time: 22.68421, Finished P.: 8, total respond time: 67, Average response time: 8.375, Max length readylist: 11
Total waiting time : 451, Average Waiting Time: 23.736841, Finished P.: 8, total respond time: 67, Average response time: 8.375, Max length readylist: 11
Total waiting time : 471, Average Waiting Time: 24.789474, Finished P.: 9, total respond time: 74, Average response time: 8.222222, Max length readylist: 11
Total waiting time : 492, Average Waiting Time: 24.6, Finished P.: 9, total respond time: 74, Average response time: 8.222222, Max length readylist: 11
Total waiting time : 514, Average Waiting Time: 24.47619, Finished P.: 9, total respond time: 74, Average response time: 8.222222, Max length readylist: 11
Total waiting time : 536, Average Waiting Time: 25.52381, Finished P.: 10, total respond time: 76, Average response time: 7.6, Max length readylist: 11
Total waiting time : 557, Average Waiting Time: 26.52381, Finished P.: 10, total respond time: 76, Average response time: 7.6, Max length readylist: 11
Total waiting time : 579, Average Waiting Time: 26.318182, Finished P.: 11, total respond time: 79, Average response time: 7.181818, Max length readylist: 11
Total waiting time : 602, Average Waiting Time: 26.173914, Finished P.: 11, total respond time: 79, Average response time: 7.181818, Max length readylist: 12
Total waiting time : 628, Average Waiting Time: 25.12, Finished P.: 12, total respond time: 80, Average response time: 6.6666665, Max length readylist: 13
Total waiting time : 655, Average Waiting Time: 25.192308, Finished P.: 12, total respond time: 80, Average response time: 6.6666665, Max length readylist: 14
Total waiting time : 683, Average Waiting Time: 25.296297, Finished P.: 12, total respond time: 80, Average response time: 6.6666665, Max length readylist: 14
Total waiting time : 713, Average Waiting Time: 25.464285, Finished P.: 13, total respond time: 83, Average response time: 6.3846154, Max length readylist: 15
Total waiting time : 742, Average Waiting Time: 26.5, Finished P.: 13, total respond time: 83, Average response time: 6.3846154, Max length readylist: 15
Total waiting time : 772, Average Waiting Time: 26.62069, Finished P.: 13, total respond time: 83, Average response time: 6.3846154, Max length readylist: 15
Total waiting time : 802, Average Waiting Time: 27.655172, Finished P.: 13, total respond time: 83, Average response time: 6.3846154, Max length readylist: 15
Total waiting time : 832, Average Waiting Time: 28.689655, Finished P.: 14, total respond time: 90, Average response time: 6.428571, Max length readylist: 15
Total waiting time : 863, Average Waiting Time: 28.766666, Finished P.: 14, total respond time: 90, Average response time: 6.428571, Max length readylist: 16
Total waiting time : 897, Average Waiting Time: 28.03125, Finished P.: 14, total respond time: 90, Average response time: 6.428571, Max length readylist: 17
Total waiting time : 935, Average Waiting Time: 27.5, Finished P.: 15, total respond time: 92, Average response time: 6.133333, Max length readylist: 19
Total waiting time : 972, Average Waiting Time: 28.588236, Finished P.: 15, total respond time: 92, Average response time: 6.133333, Max length readylist: 19
Total waiting time : 1008, Average Waiting Time: 29.647058, Finished P.: 15, total respond time: 92, Average response time: 6.133333, Max length readylist: 19
Total waiting time : 1044, Average Waiting Time: 30.705883, Finished P.: 15, total respond time: 92, Average response time: 6.133333, Max length readylist: 19
Total waiting time : 1080, Average Waiting Time: 31.764706, Finished P.: 16, total respond time: 105, Average response time: 6.5625, Max length readylist: 19
Total waiting time : 1117, Average Waiting Time: 31.914286, Finished P.: 16, total respond time: 105, Average response time: 6.5625, Max length readylist: 19
Total waiting time : 1153, Average Waiting Time: 32.942856, Finished P.: 16, total respond time: 105, Average response time: 6.5625, Max length readylist: 19
Total waiting time : 1189, Average Waiting Time: 33.971428, Finished P.: 16, total respond time: 105, Average response time: 6.5625, Max length readylist: 19
Total waiting time : 1227, Average Waiting Time: 34.083332, Finished P.: 16, total respond time: 105, Average response time: 6.5625, Max length readylist: 19
Total waiting time : 1265, Average Waiting Time: 35.13889, Finished P.: 17, total respond time: 145, Average response time: 8.529411, Max length readylist: 19
Total waiting time : 1302, Average Waiting Time: 36.166668, Finished P.: 17, total respond time: 145, Average response time: 8.529411, Max length readylist: 19
Total waiting time : 1338, Average Waiting Time: 37.166668, Finished P.: 17, total respond time: 145, Average response time: 8.529411, Max length readylist: 19
Total waiting time : 1374, Average Waiting Time: 38.166668, Finished P.: 17, total respond time: 145, Average response time: 8.529411, Max length readylist: 19
Total waiting time : 1410, Average Waiting Time: 39.166668, Finished P.: 17, total respond time: 145, Average response time: 8.529411, Max length readylist: 19
Total waiting time : 1448, Average Waiting Time: 39.135136, Finished P.: 17, total respond time: 145, Average response time: 8.529411, Max length readylist: 19
Total waiting time : 1486, Average Waiting Time: 40.162163, Finished P.: 18, total respond time: 199, Average response time: 11.055555, Max length readylist: 19
Total waiting time : 1523, Average Waiting Time: 41.162163, Finished P.: 18, total respond time: 199, Average response time: 11.055555, Max length readylist: 19
Total waiting time : 1561, Average Waiting Time: 41.07895, Finished P.: 18, total respond time: 199, Average response time: 11.055555, Max length readylist: 19
Total waiting time : 1599, Average Waiting Time: 42.07895, Finished P.: 18, total respond time: 199, Average response time: 11.055555, Max length readylist: 19
Total waiting time : 1637, Average Waiting Time: 43.07895, Finished P.: 18, total respond time: 199, Average response time: 11.055555, Max length readylist: 19
Total waiting time : 1675, Average Waiting Time: 44.07895, Finished P.: 18, total respond time: 199, Average response time: 11.055555, Max length readylist: 19
Total waiting time : 1715, Average Waiting Time: 43.974358, Finished P.: 19, total respond time: 255, Average response time: 13.421053, Max length readylist: 20
Total waiting time : 1756, Average Waiting Time: 43.9, Finished P.: 19, total respond time: 255, Average response time: 13.421053, Max length readylist: 21
Total waiting time : 1796, Average Waiting Time: 44.9, Finished P.: 20, total respond time: 257, Average response time: 12.85, Max length readylist: 21
Total waiting time : 1837, Average Waiting Time: 44.80488, Finished P.: 20, total respond time: 257, Average response time: 12.85, Max length readylist: 21
Total waiting time : 1879, Average Waiting Time: 44.738094, Finished P.: 20, total respond time: 257, Average response time: 12.85, Max length readylist: 21
Total waiting time : 1923, Average Waiting Time: 44.720932, Finished P.: 20, total respond time: 257, Average response time: 12.85, Max length readylist: 22
Total waiting time : 1967, Average Waiting Time: 45.744186, Finished P.: 20, total respond time: 257, Average response time: 12.85, Max length readylist: 22
Total waiting time : 2011, Average Waiting Time: 46.76744, Finished P.: 20, total respond time: 257, Average response time: 12.85, Max length readylist: 22
Total waiting time : 2055, Average Waiting Time: 47.7907, Finished P.: 21, total respond time: 311, Average response time: 14.809524, Max length readylist: 22
Total waiting time : 2098, Average Waiting Time: 48.7907, Finished P.: 21, total respond time: 311, Average response time: 14.809524, Max length readylist: 22
Total waiting time : 2142, Average Waiting Time: 48.68182, Finished P.: 21, total respond time: 311, Average response time: 14.809524, Max length readylist: 22
Total waiting time : 2186, Average Waiting Time: 49.68182, Finished P.: 21, total respond time: 311, Average response time: 14.809524, Max length readylist: 22
Total waiting time : 2230, Average Waiting Time: 50.68182, Finished P.: 21, total respond time: 311, Average response time: 14.809524, Max length readylist: 22
Total waiting time : 2276, Average Waiting Time: 50.577778, Finished P.: 21, total respond time: 311, Average response time: 14.809524, Max length readylist: 23
Total waiting time : 2322, Average Waiting Time: 51.6, Finished P.: 22, total respond time: 384, Average response time: 17.454546, Max length readylist: 23
Total waiting time : 2367, Average Waiting Time: 52.6, Finished P.: 22, total respond time: 384, Average response time: 17.454546, Max length readylist: 23
Total waiting time : 2411, Average Waiting Time: 53.577778, Finished P.: 22, total respond time: 384, Average response time: 17.454546, Max length readylist: 23
Total waiting time : 2455, Average Waiting Time: 54.555557, Finished P.: 22, total respond time: 384, Average response time: 17.454546, Max length readylist: 23
Total waiting time : 0, Average Waiting Time: 0.0, Finished P.: 0, total respond time: 0, Average response time: 0.0, Max length readylist: 0
Total waiting time : 1, Average Waiting Time: 1.0, Finished P.: 0, total respond time: 0, Average response time: 0.0, Max length readylist: 1
Total waiting time : 1, Average Waiting Time: 1.0, Finished P.: 0, total respond time: 0, Average response time: 0.0, Max length readylist: 1
Total waiting time : 1, Average Waiting Time: 1.0, Finished P.: 0, total respond time: 0, Average response time: 0.0, Max length readylist: 1
Total waiting time : 1, Average Waiting Time: 1.0, Finished P.: 1, total respond time: 3, Average response time: 3.0, Max length readylist: 1
Total waiting time : 1, Average Waiting Time: 1.0, Finished P.: 1, total respond time: 3, Average response time: 3.0, Max length readylist: 1
Total waiting time : 2, Average Waiting Time: 1.0, Finished P.: 1, total respond time: 3, Average response time: 3.0, Max length readylist: 1
Total waiting time : 4, Average Waiting Time: 1.3333334, Finished P.: 1, total respond time: 3, Average response time: 3.0, Max length readylist: 1
Total waiting time : 8, Average Waiting Time: 2.0, Finished P.: 2, total respond time: 5, Average response time: 2.5, Max length readylist: 2
Total waiting time : 13, Average Waiting Time: 2.6, Finished P.: 2, total respond time: 5, Average response time: 2.5, Max length readylist: 3
Total waiting time : 19, Average Waiting Time: 3.1666667, Finished P.: 2, total respond time: 5, Average response time: 2.5, Max length readylist: 3
Total waiting time : 25, Average Waiting Time: 4.1666665, Finished P.: 2, total respond time: 5, Average response time: 2.5, Max length readylist: 3
Total waiting time : 33, Average Waiting Time: 4.714286, Finished P.: 2, total respond time: 5, Average response time: 2.5, Max length readylist: 4
Total waiting time : 43, Average Waiting Time: 5.375, Finished P.: 2, total respond time: 5, Average response time: 2.5, Max length readylist: 5
Total waiting time : 53, Average Waiting Time: 6.625, Finished P.: 2, total respond time: 5, Average response time: 2.5, Max length readylist: 5
Total waiting time : 63, Average Waiting Time: 7.875, Finished P.: 2, total respond time: 5, Average response time: 2.5, Max length readylist: 5
Total waiting time : 75, Average Waiting Time: 8.333333, Finished P.: 2, total respond time: 5, Average response time: 2.5, Max length readylist: 6
Total waiting time : 89, Average Waiting Time: 8.9, Finished P.: 2, total respond time: 5, Average response time: 2.5, Max length readylist: 7
Total waiting time : 105, Average Waiting Time: 9.545455, Finished P.: 2, total respond time: 5, Average response time: 2.5, Max length readylist: 8
Total waiting time : 125, Average Waiting Time: 9.615385, Finished P.: 2, total respond time: 5, Average response time: 2.5, Max length readylist: 10
Total waiting time : 145, Average Waiting Time: 11.153846, Finished P.: 2, total respond time: 5, Average response time: 2.5, Max length readylist: 10
Total waiting time : 171, Average Waiting Time: 10.6875, Finished P.: 2, total respond time: 5, Average response time: 2.5, Max length readylist: 13
Total waiting time : 197, Average Waiting Time: 12.3125, Finished P.: 3, total respond time: 18, Average response time: 6.0, Max length readylist: 13
Total waiting time : 224, Average Waiting Time: 13.176471, Finished P.: 3, total respond time: 18, Average response time: 6.0, Max length readylist: 14
Total waiting time : 252, Average Waiting Time: 14.0, Finished P.: 3, total respond time: 18, Average response time: 6.0, Max length readylist: 14
Total waiting time : 282, Average Waiting Time: 14.842105, Finished P.: 4, total respond time: 22, Average response time: 5.5, Max length readylist: 15
Total waiting time : 311, Average Waiting Time: 16.368422, Finished P.: 4, total respond time: 22, Average response time: 5.5, Max length readylist: 15
Total waiting time : 341, Average Waiting Time: 17.05, Finished P.: 4, total respond time: 22, Average response time: 5.5, Max length readylist: 15
Total waiting time : 371, Average Waiting Time: 18.55, Finished P.: 5, total respond time: 27, Average response time: 5.4, Max length readylist: 15
Total waiting time : 400, Average Waiting Time: 20.0, Finished P.: 5, total respond time: 27, Average response time: 5.4, Max length readylist: 15
Total waiting time : 428, Average Waiting Time: 21.4, Finished P.: 5, total respond time: 27, Average response time: 5.4, Max length readylist: 15
Total waiting time : 456, Average Waiting Time: 22.8, Finished P.: 5, total respond time: 27, Average response time: 5.4, Max length readylist: 15
Total waiting time : 488, Average Waiting Time: 22.181818, Finished P.: 6, total respond time: 40, Average response time: 6.6666665, Max length readylist: 16
Total waiting time : 521, Average Waiting Time: 22.652174, Finished P.: 6, total respond time: 40, Average response time: 6.6666665, Max length readylist: 17
Total waiting time : 553, Average Waiting Time: 24.043478, Finished P.: 6, total respond time: 40, Average response time: 6.6666665, Max length readylist: 17
Total waiting time : 587, Average Waiting Time: 24.458334, Finished P.: 6, total respond time: 40, Average response time: 6.6666665, Max length readylist: 17
Total waiting time : 621, Average Waiting Time: 25.875, Finished P.: 6, total respond time: 40, Average response time: 6.6666665, Max length readylist: 17
Total waiting time : 659, Average Waiting Time: 25.346153, Finished P.: 6, total respond time: 40, Average response time: 6.6666665, Max length readylist: 19
Total waiting time : 697, Average Waiting Time: 26.807692, Finished P.: 7, total respond time: 61, Average response time: 8.714286, Max length readylist: 19
Total waiting time : 734, Average Waiting Time: 28.23077, Finished P.: 7, total respond time: 61, Average response time: 8.714286, Max length readylist: 19
Total waiting time : 774, Average Waiting Time: 27.642857, Finished P.: 7, total respond time: 61, Average response time: 8.714286, Max length readylist: 20
Total waiting time : 814, Average Waiting Time: 29.071428, Finished P.: 7, total respond time: 61, Average response time: 8.714286, Max length readylist: 20
Total waiting time : 856, Average Waiting Time: 29.51724, Finished P.: 7, total respond time: 61, Average response time: 8.714286, Max length readylist: 21
Total waiting time : 898, Average Waiting Time: 30.965517, Finished P.: 7, total respond time: 61, Average response time: 8.714286, Max length readylist: 21
Total waiting time : 940, Average Waiting Time: 32.41379, Finished P.: 8, total respond time: 73, Average response time: 9.125, Max length readylist: 21
Total waiting time : 981, Average Waiting Time: 33.827587, Finished P.: 8, total respond time: 73, Average response time: 9.125, Max length readylist: 21
Total waiting time : 1025, Average Waiting Time: 33.064518, Finished P.: 8, total respond time: 73, Average response time: 9.125, Max length readylist: 22
Total waiting time : 1069, Average Waiting Time: 34.48387, Finished P.: 8, total respond time: 73, Average response time: 9.125, Max length readylist: 22
Total waiting time : 1113, Average Waiting Time: 35.903225, Finished P.: 8, total respond time: 73, Average response time: 9.125, Max length readylist: 22
Total waiting time : 1157, Average Waiting Time: 37.322582, Finished P.: 9, total respond time: 80, Average response time: 8.888889, Max length readylist: 22
Total waiting time : 1202, Average Waiting Time: 37.5625, Finished P.: 9, total respond time: 80, Average response time: 8.888889, Max length readylist: 23
Total waiting time : 1246, Average Waiting Time: 38.9375, Finished P.: 9, total respond time: 80, Average response time: 8.888889, Max length readylist: 23
Total waiting time : 1292, Average Waiting Time: 39.151516, Finished P.: 9, total respond time: 80, Average response time: 8.888889, Max length readylist: 23
Total waiting time : 1338, Average Waiting Time: 40.545456, Finished P.: 9, total respond time: 80, Average response time: 8.888889, Max length readylist: 23
Total waiting time : 1386, Average Waiting Time: 40.764706, Finished P.: 9, total respond time: 80, Average response time: 8.888889, Max length readylist: 24
Total waiting time : 1436, Average Waiting Time: 41.028572, Finished P.: 10, total respond time: 89, Average response time: 8.9, Max length readylist: 25
Total waiting time : 1489, Average Waiting Time: 40.243244, Finished P.: 10, total respond time: 89, Average response time: 8.9, Max length readylist: 27
Total waiting time : 1543, Average Waiting Time: 40.605263, Finished P.: 10, total respond time: 89, Average response time: 8.9, Max length readylist: 27
Total waiting time : 1597, Average Waiting Time: 42.026318, Finished P.: 10, total respond time: 89, Average response time: 8.9, Max length readylist: 27
Total waiting time : 1653, Average Waiting Time: 42.384617, Finished P.: 10, total respond time: 89, Average response time: 8.9, Max length readylist: 28
Total waiting time : 1711, Average Waiting Time: 42.775, Finished P.: 11, total respond time: 93, Average response time: 8.454545, Max length readylist: 29
Total waiting time : 1768, Average Waiting Time: 44.2, Finished P.: 11, total respond time: 93, Average response time: 8.454545, Max length readylist: 29
Total waiting time : 1828, Average Waiting Time: 43.52381, Finished P.: 12, total respond time: 96, Average response time: 8.0, Max length readylist: 30
Total waiting time : 1887, Average Waiting Time: 44.92857, Finished P.: 12, total respond time: 96, Average response time: 8.0, Max length readylist: 30
Total waiting time : 1945, Average Waiting Time: 46.309525, Finished P.: 12, total respond time: 96, Average response time: 8.0, Max length readylist: 30
Total waiting time : 2003, Average Waiting Time: 47.690475, Finished P.: 12, total respond time: 96, Average response time: 8.0, Max length readylist: 30
Total waiting time : 2065, Average Waiting Time: 46.93182, Finished P.: 12, total respond time: 96, Average response time: 8.0, Max length readylist: 31
Total waiting time : 2127, Average Waiting Time: 48.340908, Finished P.: 12, total respond time: 96, Average response time: 8.0, Max length readylist: 31
Total waiting time : 2189, Average Waiting Time: 49.75, Finished P.: 13, total respond time: 104, Average response time: 8.0, Max length readylist: 31
Total waiting time : 2254, Average Waiting Time: 49.0, Finished P.: 13, total respond time: 104, Average response time: 8.0, Max length readylist: 33
Total waiting time : 2318, Average Waiting Time: 50.391304, Finished P.: 13, total respond time: 104, Average response time: 8.0, Max length readylist: 33
Total waiting time : 2382, Average Waiting Time: 51.782608, Finished P.: 13, total respond time: 104, Average response time: 8.0, Max length readylist: 33
Total waiting time : 2448, Average Waiting Time: 52.085106, Finished P.: 13, total respond time: 104, Average response time: 8.0, Max length readylist: 33
Total waiting time : 2516, Average Waiting Time: 52.416668, Finished P.: 13, total respond time: 104, Average response time: 8.0, Max length readylist: 34
Total waiting time : 2584, Average Waiting Time: 53.833332, Finished P.: 14, total respond time: 116, Average response time: 8.285714, Max length readylist: 34
Total waiting time : 2651, Average Waiting Time: 55.229168, Finished P.: 14, total respond time: 116, Average response time: 8.285714, Max length readylist: 34
Total waiting time : 2717, Average Waiting Time: 56.604168, Finished P.: 14, total respond time: 116, Average response time: 8.285714, Max length readylist: 34
Total waiting time : 2783, Average Waiting Time: 57.979168, Finished P.: 14, total respond time: 116, Average response time: 8.285714, Max length readylist: 34
Total waiting time : 2851, Average Waiting Time: 58.183674, Finished P.: 14, total respond time: 116, Average response time: 8.285714, Max length readylist: 34
Total waiting time : 2919, Average Waiting Time: 59.57143, Finished P.: 14, total respond time: 116, Average response time: 8.285714, Max length readylist: 34
Total waiting time : 2987, Average Waiting Time: 60.959183, Finished P.: 15, total respond time: 130, Average response time: 8.666667, Max length readylist: 34
Total waiting time : 3054, Average Waiting Time: 62.32653, Finished P.: 15, total respond time: 130, Average response time: 8.666667, Max length readylist: 34
Total waiting time : 3124, Average Waiting Time: 61.2549, Finished P.: 15, total respond time: 130, Average response time: 8.666667, Max length readylist: 35
Total waiting time : 3196, Average Waiting Time: 61.46154, Finished P.: 16, total respond time: 135, Average response time: 8.4375, Max length readylist: 36
Total waiting time : 3271, Average Waiting Time: 60.574074, Finished P.: 16, total respond time: 135, Average response time: 8.4375, Max length readylist: 38
Total waiting time : 3345, Average Waiting Time: 61.944443, Finished P.: 16, total respond time: 135, Average response time: 8.4375, Max length readylist: 38
Total waiting time : 3419, Average Waiting Time: 63.314816, Finished P.: 17, total respond time: 137, Average response time: 8.058824, Max length readylist: 38
Total waiting time : 3494, Average Waiting Time: 63.52727, Finished P.: 17, total respond time: 137, Average response time: 8.058824, Max length readylist: 38
Total waiting time : 3568, Average Waiting Time: 64.87273, Finished P.: 17, total respond time: 137, Average response time: 8.058824, Max length readylist: 38
Total waiting time : 3646, Average Waiting Time: 63.964912, Finished P.: 17, total respond time: 137, Average response time: 8.058824, Max length readylist: 39
Total waiting time : 3724, Average Waiting Time: 65.333336, Finished P.: 17, total respond time: 137, Average response time: 8.058824, Max length readylist: 39
Total waiting time : 3802, Average Waiting Time: 66.70175, Finished P.: 18, total respond time: 145, Average response time: 8.055555, Max length readylist: 39
Total waiting time : 3883, Average Waiting Time: 65.81356, Finished P.: 18, total respond time: 145, Average response time: 8.055555, Max length readylist: 41
Total waiting time : 3965, Average Waiting Time: 66.083336, Finished P.: 18, total respond time: 145, Average response time: 8.055555, Max length readylist: 41
Total waiting time : 4047, Average Waiting Time: 67.45, Finished P.: 19, total respond time: 147, Average response time: 7.736842, Max length readylist: 41
Total waiting time : 4128, Average Waiting Time: 68.8, Finished P.: 19, total respond time: 147, Average response time: 7.736842, Max length readylist: 41
Total waiting time : 4208, Average Waiting Time: 70.13333, Finished P.: 19, total respond time: 147, Average response time: 7.736842, Max length readylist: 41
Total waiting time : 4288, Average Waiting Time: 71.46667, Finished P.: 19, total respond time: 147, Average response time: 7.736842, Max length readylist: 41
Total waiting time : 4368, Average Waiting Time: 72.8, Finished P.: 19, total respond time: 147, Average response time: 7.736842, Max length readylist: 41
Total waiting time : 4448, Average Waiting Time: 74.13333, Finished P.: 19, total respond time: 147, Average response time: 7.736842, Max length readylist: 41
Total waiting time : 4532, Average Waiting Time: 73.09677, Finished P.: 19, total respond time: 147, Average response time: 7.736842, Max length readylist: 42
Total waiting time : 4616, Average Waiting Time: 74.451614, Finished P.: 20, total respond time: 216, Average response time: 10.8, Max length readylist: 42
Total waiting time : 0, Total # of processes: 0, Average Waiting Time: 0.0, Finished P.: 0, total respond time: 0, Average response time: 0.0, Max length readylist: 0
Total waiting time : 0, Total # of processes: 0, Average Waiting Time: 0.0, Finished P.: 0, total respond time: 0, Average response time: 0.0, Max length readylist: 0
Total waiting time : 0, Total # of processes: 0, Average Waiting Time: 0.0, Finished P.: 0, total respond time: 0, Average response time: 0.0, Max length readylist: 0
Total waiting time : 1, Total # of processes: 1, Average Waiting Time: 1.0, Finished P.: 0, total respond time: 0, Average response time: 0.0, Max length readylist: 1
Total waiting time : 1, Total # of processes: 1, Average Waiting Time: 1.0, Finished P.: 0, total respond time: 0, Average response time: 0.0, Max length readylist: 1
Total waiting time : 1, Total # of processes: 1, Average Waiting Time: 1.0, Finished P.: 0, total respond time: 0, Average response time: 0.0, Max length readylist: 1
Total waiting time : 1, Total # of processes: 1, Average Waiting Time: 1.0, Finished P.: 0, total respond time: 0, Average response time: 0.0, Max length readylist: 1
Total waiting time : 1, Total # of processes: 1, Average Waiting Time: 1.0, Finished P.: 0, total respond time: 0, Average response time: 0.0, Max length readylist: 1
Total waiting time : 3, Total # of processes: 2, Average Waiting Time: 1.5, Finished P.: 0, total respond time: 0, Average response time: 0.0, Max length readylist: 1
Total waiting time : 5, Total # of processes: 2, Average Waiting Time: 2.5, Finished P.: 0, total respond time: 0, Average response time: 0.0, Max length readylist: 1
Total waiting time : 7, Total # of processes: 2, Average Waiting Time: 3.5, Finished P.: 0, total respond time: 0, Average response time: 0.0, Max length readylist: 1
Total waiting time : 9, Total # of processes: 2, Average Waiting Time: 4.5, Finished P.: 0, total respond time: 0, Average response time: 0.0, Max length readylist: 1
Total waiting time : 11, Total # of processes: 2, Average Waiting Time: 5.5, Finished P.: 0, total respond time: 0, Average response time: 0.0, Max length readylist: 1
Total waiting time : 13, Total # of processes: 2, Average Waiting Time: 6.5, Finished P.: 0, total respond time: 0, Average response time: 0.0, Max length readylist: 1
Total waiting time : 17, Total # of processes: 3, Average Waiting Time: 5.6666665, Finished P.: 0, total respond time: 0, Average response time: 0.0, Max length readylist: 2
Total waiting time : 27, Total # of processes: 6, Average Waiting Time: 4.5, Finished P.: 0, total respond time: 0, Average response time: 0.0, Max length readylist: 5
Total waiting time : 37, Total # of processes: 6, Average Waiting Time: 6.1666665, Finished P.: 0, total respond time: 0, Average response time: 0.0, Max length readylist: 5
Total waiting time : 47, Total # of processes: 6, Average Waiting Time: 7.8333335, Finished P.: 1, total respond time: 14, Average response time: 14.0, Max length readylist: 5
Total waiting time : 56, Total # of processes: 6, Average Waiting Time: 9.333333, Finished P.: 1, total respond time: 14, Average response time: 14.0, Max length readylist: 5
Total waiting time : 64, Total # of processes: 6, Average Waiting Time: 10.666667, Finished P.: 1, total respond time: 14, Average response time: 14.0, Max length readylist: 5
Total waiting time : 72, Total # of processes: 6, Average Waiting Time: 12.0, Finished P.: 1, total respond time: 14, Average response time: 14.0, Max length readylist: 5
Total waiting time : 80, Total # of processes: 6, Average Waiting Time: 13.333333, Finished P.: 1, total respond time: 14, Average response time: 14.0, Max length readylist: 5
Total waiting time : 88, Total # of processes: 6, Average Waiting Time: 14.666667, Finished P.: 1, total respond time: 14, Average response time: 14.0, Max length readylist: 5
Total waiting time : 96, Total # of processes: 6, Average Waiting Time: 16.0, Finished P.: 1, total respond time: 14, Average response time: 14.0, Max length readylist: 5
Total waiting time : 104, Total # of processes: 6, Average Waiting Time: 17.333334, Finished P.: 1, total respond time: 14, Average response time: 14.0, Max length readylist: 5
Total waiting time : 112, Total # of processes: 6, Average Waiting Time: 18.666666, Finished P.: 1, total respond time: 14, Average response time: 14.0, Max length readylist: 5
Total waiting time : 124, Total # of processes: 8, Average Waiting Time: 15.5, Finished P.: 1, total respond time: 14, Average response time: 14.0, Max length readylist: 6
Total waiting time : 136, Total # of processes: 8, Average Waiting Time: 17.0, Finished P.: 1, total respond time: 14, Average response time: 14.0, Max length readylist: 6
Total waiting time : 150, Total # of processes: 9, Average Waiting Time: 16.666666, Finished P.: 1, total respond time: 14, Average response time: 14.0, Max length readylist: 7
Total waiting time : 164, Total # of processes: 9, Average Waiting Time: 18.222221, Finished P.: 2, total respond time: 35, Average response time: 17.5, Max length readylist: 7
Total waiting time : 177, Total # of processes: 9, Average Waiting Time: 19.666666, Finished P.: 2, total respond time: 35, Average response time: 17.5, Max length readylist: 7
Total waiting time : 191, Total # of processes: 10, Average Waiting Time: 19.1, Finished P.: 2, total respond time: 35, Average response time: 17.5, Max length readylist: 7
